Frame,Wavelength,Intensity
1,661.93187502224248,600
1,661.99703623401865,583
1,662.062195564123,591
1,662.12735301046348,590
1,662.19250857094789,594
1,662.25766224348376,594
1,662.32281402597869,584
1,662.38796391634037,589
1,662.45311191247572,586
1,662.51825801229245,581
1,662.58340221369781,595
1,662.64854451459894,589
1,662.71368491290275,582
1,662.77882340651649,583
1,662.843959993347,580
1,662.9090946713012,586
1,662.97422743828577,581
1,663.03935829220745,579
1,663.10448723097306,583
1,663.16961425248894,589
1,663.23473935466177,589
1,663.29986253539778,586
1,663.36498379260343,588
1,663.430103124185,588
1,663.49522052804855,577
1,663.56033600210037,585
1,663.62544954424629,581
1,663.69056115239255,588
1,663.75567082444491,579
1,663.82077855830914,588
1,663.885884351891,590
1,663.95098820309636,593
1,664.01609010983066,587
1,664.08119006999948,582
1,664.14628808150826,580
1,664.21138414226243,579
1,664.27647825016732,580
1,664.34157040312812,587
1,664.40666059905016,581
1,664.47174883583853,580
1,664.53683511139832,592
1,664.60191942363429,584
1,664.66700177045141,591
1,664.73208214975477,578
1,664.7971605594488,582
1,664.86223699743846,586
1,664.92731146162851,586
1,664.99238394992312,579
1,665.05745446022706,584
1,665.12252299044485,573
1,665.18758953848055,587
1,665.25265410223858,587
1,665.31771667962346,583
1,665.382777268539,590
1,665.44783586688959,575
1,665.5128924725791,585
1,665.5779470835115,591
1,665.64299969759088,582
1,665.708050312721,591
1,665.77309892680557,576
1,665.83814553774835,582
1,665.90319014345312,578
1,665.96823274182339,579
1,666.03327333076265,577
1,666.09831190817442,588
1,666.16334847196219,581
1,666.22838302002924,586
1,666.29341555027884,578
1,666.35844606061426,577
1,666.42347454893866,578
1,666.4885010131552,580
1,666.55352545116682,581
1,666.61854786087656,590
1,666.68356824018724,578
1,666.74858658700191,593
1,666.81360289922338,590
1,666.87861717475425,578
1,666.94362941149745,584
1,667.00863960735535,588
1,667.07364776023064,587
1,667.13865386802581,585
1,667.20365792864334,585
1,667.2686599399857,583
1,667.33365989995514,591
1,667.39865780645391,581
1,667.4636536573845,580
1,667.5286474506488,583
1,667.59363918414908,585
1,667.65862885578747,581
1,667.72361646346587,586
1,667.78860200508609,590
1,667.85358547855026,587
1,667.9185668817604,583
1,667.983546212618,582
1,668.04852346902476,585
1,668.11349864888268,580
1,668.17847175009308,586
1,668.24344277055775,580
1,668.30841170817826,584
1,668.37337856085583,594
