Frame,Wavelength,Intensity
1,661.93187502224248,601
1,661.99703623401865,593
1,662.062195564123,590
1,662.12735301046348,589
1,662.19250857094789,587
1,662.25766224348376,586
1,662.32281402597869,580
1,662.38796391634037,592
1,662.45311191247572,584
1,662.51825801229245,590
1,662.58340221369781,581
1,662.64854451459894,581
1,662.71368491290275,580
1,662.77882340651649,588
1,662.843959993347,587
1,662.9090946713012,583
1,662.97422743828577,589
1,663.03935829220745,582
1,663.10448723097306,586
1,663.16961425248894,587
1,663.23473935466177,584
1,663.29986253539778,586
1,663.36498379260343,585
1,663.430103124185,590
1,663.49522052804855,584
1,663.56033600210037,595
1,663.62544954424629,585
1,663.69056115239255,586
1,663.75567082444491,574
1,663.82077855830914,581
1,663.885884351891,579
1,663.95098820309636,582
1,664.01609010983066,578
1,664.08119006999948,585
1,664.14628808150826,582
1,664.21138414226243,589
1,664.27647825016732,584
1,664.34157040312812,582
1,664.40666059905016,580
1,664.47174883583853,586
1,664.53683511139832,590
1,664.60191942363429,586
1,664.66700177045141,576
1,664.73208214975477,593
1,664.7971605594488,580
1,664.86223699743846,594
1,664.92731146162851,578
1,664.99238394992312,584
1,665.05745446022706,585
1,665.12252299044485,584
1,665.18758953848055,578
1,665.25265410223858,582
1,665.31771667962346,581
1,665.382777268539,579
1,665.44783586688959,591
1,665.5128924725791,589
1,665.5779470835115,588
1,665.64299969759088,587
1,665.708050312721,582
1,665.77309892680557,586
1,665.83814553774835,586
1,665.90319014345312,586
1,665.96823274182339,578
1,666.03327333076265,593
1,666.09831190817442,587
1,666.16334847196219,581
1,666.22838302002924,583
1,666.29341555027884,580
1,666.35844606061426,586
1,666.42347454893866,582
1,666.4885010131552,575
1,666.55352545116682,576
1,666.61854786087656,582
1,666.68356824018724,577
1,666.74858658700191,585
1,666.81360289922338,586
1,666.87861717475425,591
1,666.94362941149745,581
1,667.00863960735535,581
1,667.07364776023064,575
1,667.13865386802581,592
1,667.20365792864334,593
1,667.2686599399857,585
1,667.33365989995514,583
1,667.39865780645391,586
1,667.4636536573845,581
1,667.5286474506488,586
1,667.59363918414908,584
1,667.65862885578747,588
1,667.72361646346587,584
1,667.78860200508609,575
1,667.85358547855026,593
1,667.9185668817604,591
1,667.983546212618,584
1,668.04852346902476,584
1,668.11349864888268,585
1,668.17847175009308,583
1,668.24344277055775,584
1,668.30841170817826,586
1,668.37337856085583,587
1,668.43834332649215,576
1,668.50330600298855,586
1,668.56826658824616,584
1,668.63322508016654,587
1,668.6981814766508,586
1,668.76313577560006,589
1,668.82808797491532,579
1,668.893038072498,575
1,668.95798606624885,587
1,669.02293195406912,575
1,669.08787573385951,585
1,669.15281740352077,586
1,669.21775696095415,581
1,669.28269440406007,582
1,669.34762973073941,585
1,669.41256293889285,587
1,669.477494026421,585
1,669.5424229912245,583
1,669.60734983120392,580
1,669.67227454425972,579
1,669.73719712829234,594
1,669.8021175812022,584
1,669.86703590088973,582
1,669.93195208525515,590
1,669.99686613219876,592
1,670.06177803962089,584
1,670.12668780542174,584
1,670.19159542750128,585
1,670.25650090375984,591
1,670.321404232097,583
1,670.38630541041346,578
1,670.45120443660869,577
1,670.516101308583,582
1,670.5809960242359,585
1,670.64588858146737,583
1,670.71077897817736,582
1,670.77566721226549,579
1,670.84055328163151,583
1,670.90543718417507,582
1,670.97031891779591,583
1,671.03519848039355,581
1,671.10007586986762,592
1,671.16495108411755,580
1,671.22982412104284,583
1,671.29469497854313,592
1,671.35956365451761,583
1,671.42443014686569,584
1,671.48929445348676,579
1,671.55415657228,583
1,671.61901650114487,591
1,671.68387423798038,587
1,671.74872978068584,582
1,671.81358312716043,580
1,671.87843427530311,584
1,671.943283223013,581
1,672.00812996818945,585
1,672.07297450873091,588
1,672.13781684253672,582
1,672.20265696750573,588
1,672.267494881537,587
1,672.332330582529,580
1,672.39716406838113,580
1,672.46199533699155,587
1,672.52682438625948,594
1,672.59165121408364,580
1,672.65647581836254,585
1,672.72129819699478,593
1,672.78611834787921,584
1,672.85093626891444,575
1,672.915751957999,579
1,672.9805654130314,581
1,673.04537663191013,591
1,673.11018561253377,592
1,673.1749923528007,588
1,673.23979685060931,589
1,673.3045991038581,590
1,673.36939911044533,583
1,673.43419686826951,584
