Frame,Wavelength,Intensity
1,661.93187502224248,1633
1,661.99703623401865,1730
1,662.062195564123,1709
1,662.12735301046348,1710
1,662.19250857094789,1659
1,662.25766224348376,1653
1,662.32281402597869,1607
1,662.38796391634037,1645
1,662.45311191247572,1728
1,662.51825801229245,1662
1,662.58340221369781,1638
1,662.64854451459894,1606
1,662.71368491290275,1683
1,662.77882340651649,1711
1,662.843959993347,1734
1,662.9090946713012,1614
1,662.97422743828577,1682
1,663.03935829220745,1750
1,663.10448723097306,1608
1,663.16961425248894,1639
1,663.23473935466177,1673
1,663.29986253539778,1629
1,663.36498379260343,1644
1,663.430103124185,1671
1,663.49522052804855,1643
1,663.56033600210037,1615
1,663.62544954424629,1714
1,663.69056115239255,1678
1,663.75567082444491,1618
1,663.82077855830914,1624
1,663.885884351891,1664
1,663.95098820309636,1643
1,664.01609010983066,1664
1,664.08119006999948,1631
1,664.14628808150826,1652
1,664.21138414226243,1654
1,664.27647825016732,1687
1,664.34157040312812,1650
1,664.40666059905016,1708
1,664.47174883583853,1672
1,664.53683511139832,1692
1,664.60191942363429,1621
1,664.66700177045141,1705
1,664.73208214975477,1683
1,664.7971605594488,1649
1,664.86223699743846,1630
1,664.92731146162851,1603
1,664.99238394992312,1676
1,665.05745446022706,1657
1,665.12252299044485,1698
1,665.18758953848055,1579
1,665.25265410223858,1662
1,665.31771667962346,1705
1,665.382777268539,1656
1,665.44783586688959,1625
1,665.5128924725791,1692
1,665.5779470835115,1684
1,665.64299969759088,1654
1,665.708050312721,1715
1,665.77309892680557,1709
1,665.83814553774835,1626
1,665.90319014345312,1677
1,665.96823274182339,1589
1,666.03327333076265,1736
1,666.09831190817442,1614
1,666.16334847196219,1649
1,666.22838302002924,1675
1,666.29341555027884,1627
1,666.35844606061426,1726
1,666.42347454893866,1615
1,666.4885010131552,1644
1,666.55352545116682,1607
1,666.61854786087656,1648
1,666.68356824018724,1662
1,666.74858658700191,1638
1,666.81360289922338,1711
1,666.87861717475425,1662
1,666.94362941149745,1662
1,667.00863960735535,1724
1,667.07364776023064,1664
1,667.13865386802581,1660
1,667.20365792864334,1591
1,667.2686599399857,1627
1,667.33365989995514,1636
1,667.39865780645391,1648
1,667.4636536573845,1729
1,667.5286474506488,1646
1,667.59363918414908,1610
1,667.65862885578747,1664
1,667.72361646346587,1566
1,667.78860200508609,1740
1,667.85358547855026,1622
1,667.9185668817604,1734
1,667.983546212618,1718
1,668.04852346902476,1596
1,668.11349864888268,1713
1,668.17847175009308,1625
1,668.24344277055775,1578
1,668.30841170817826,1647
1,668.37337856085583,1683
1,668.43834332649215,1623
1,668.50330600298855,1722
1,668.56826658824616,1645
1,668.63322508016654,1674
1,668.6981814766508,1676
1,668.76313577560006,1670
1,668.82808797491532,1708
1,668.893038072498,1607
1,668.95798606624885,1625
1,669.02293195406912,1688
1,669.08787573385951,1630
1,669.15281740352077,1701
1,669.21775696095415,1666
1,669.28269440406007,1644
1,669.34762973073941,1686
1,669.41256293889285,1612
1,669.477494026421,1682
1,669.5424229912245,1632
1,669.60734983120392,1691
1,669.67227454425972,1754
1,669.73719712829234,1654
1,669.8021175812022,1628
1,669.86703590088973,1663
1,669.93195208525515,1639
1,669.99686613219876,1647
1,670.06177803962089,1720
1,670.12668780542174,1708
1,670.19159542750128,1675
1,670.25650090375984,1633
1,670.321404232097,1643
1,670.38630541041346,1733
1,670.45120443660869,1703
1,670.516101308583,1675
1,670.5809960242359,1698
1,670.64588858146737,1648
1,670.71077897817736,1634
1,670.77566721226549,1675
1,670.84055328163151,1628
1,670.90543718417507,1605
1,670.97031891779591,1677
1,671.03519848039355,1599
1,671.10007586986762,1637
1,671.16495108411755,1679
1,671.22982412104284,1656
1,671.29469497854313,1665
1,671.35956365451761,1692
1,671.42443014686569,1674
1,671.48929445348676,1720
1,671.55415657228,1623
1,671.61901650114487,1641
1,671.68387423798038,1768
1,671.74872978068584,1689
1,671.81358312716043,1687
1,671.87843427530311,1618
1,671.943283223013,1709
1,672.00812996818945,1684
1,672.07297450873091,1740
1,672.13781684253672,1657
1,672.20265696750573,1711
1,672.267494881537,1651
1,672.332330582529,1640
1,672.39716406838113,1683
1,672.46199533699155,1701
1,672.52682438625948,1716
1,672.59165121408364,1658
1,672.65647581836254,1632
1,672.72129819699478,1621
1,672.78611834787921,1637
1,672.85093626891444,1614
1,672.915751957999,1597
1,672.9805654130314,1598
1,673.04537663191013,1674
1,673.11018561253377,1621
1,673.1749923528007,1639
1,673.23979685060931,1666
1,673.3045991038581,1681
1,673.36939911044533,1607
1,673.43419686826951,1663
1,673.49899237522868,1598
1,673.56378562922123,1665
1,673.62857662814565,1647
1,673.69336536989977,1573
1,673.75815185238218,1646
1,673.82293607349061,1650
1,673.88771803112365,1698
1,673.952497723179,1676
1,674.0172751475551,1638
1,674.08205030214981,1724
1,674.14682318486132,1663
1,674.21159379358755,1684
1,674.27636212622633,1708
1,674.34112818067592,1728
1,674.405891954834,1687
1,674.47065344659882,1695
1,674.53541265386787,1758
1,674.60016957453922,1731
1,674.66492420651082,1701
1,674.72967654768036,1628
1,674.79442659594554,1637
1,674.8591743492043,1637
1,674.92391980535444,1714
1,674.98866296229346,1659
1,675.05340381791927,1710
1,675.11814237012959,1644
1,675.182878616822,1645
1,675.24761255589408,1774
1,675.31234418524355,1687
1,675.377073502768,1701
1,675.44180050636487,1638
1,675.506525193932,1660
1,675.57124756336691,1637
1,675.635967612567,3204
1,675.70068533942992,4647
1,675.76540074185289,1676
