Wavenumber,ImaginaryRefractiveIndex
7519.30117122523,4.969998654848e-05
7518.81904136601,4.95998563328e-05
7518.33691150678,4.950023182528e-05
7517.85478164755,4.94001016096e-05
7517.37265178832,4.94001016096e-05
7516.89052192909,4.950023182528e-05
7516.40839206986,4.95998563328e-05
7515.92626221064,4.969998654848e-05
7515.44413235141,4.990024697984e-05
7514.96200249218,4.999987148736e-05
7514.47987263295,4.999987148736e-05
7513.99774277372,4.980011676416e-05
7513.51561291449,4.969998654848e-05
7513.03348305527,4.969998654848e-05
7512.55135319604,4.990024697984e-05
7512.06922333681,5.010000170304e-05
7511.58709347758,5.020013191872e-05
7511.10496361835,4.999987148736e-05
7510.62283375912,4.980011676416e-05
7510.1407038999,4.969998654848e-05
7509.65857404067,4.95998563328e-05
7509.17644418144,4.969998654848e-05
7508.69431432221,4.980011676416e-05
7508.21218446298,4.990024697984e-05
7507.73005460375,4.999987148736e-05
7507.24792474453,4.999987148736e-05
7506.7657948853,5.010000170304e-05
7506.28366502607,5.020013191872e-05
7505.80153516684,5.010000170304e-05
7505.31940530761,4.990024697984e-05
7504.83727544838,4.969998654848e-05
7504.35514558916,4.95998563328e-05
7503.87301572993,4.969998654848e-05
7503.3908858707,4.980011676416e-05
7502.90875601147,4.980011676416e-05
7502.42662615224,4.980011676416e-05
7501.94449629301,4.969998654848e-05
7501.46236643379,4.980011676416e-05
7500.98023657456,4.980011676416e-05
7500.49810671533,4.980011676416e-05
7500.0159768561,4.969998654848e-05
7499.53384699687,4.95998563328e-05
7499.05171713764,4.950023182528e-05
7498.56958727842,4.950023182528e-05
7498.08745741919,4.94001016096e-05
7497.60532755996,4.94001016096e-05
7497.12319770073,4.94001016096e-05
7496.6410678415,4.94001016096e-05
7496.15893798227,4.950023182528e-05
7495.67680812304,4.95998563328e-05
7495.19467826382,4.969998654848e-05
7494.71254840459,4.969998654848e-05
7494.23041854536,4.980011676416e-05
7493.74828868613,4.990024697984e-05
7493.2661588269,4.999987148736e-05
7492.78402896768,4.990024697984e-05
7492.30189910845,4.980011676416e-05
7491.81976924922,4.969998654848e-05
7491.33763938999,4.95998563328e-05
7490.85550953076,4.969998654848e-05
7490.37337967153,4.980011676416e-05
7489.8912498123,4.990024697984e-05
7489.40911995308,4.990024697984e-05
7488.92699009385,4.980011676416e-05
7488.44486023462,4.969998654848e-05
7487.96273037539,4.969998654848e-05
7487.48060051616,4.969998654848e-05
7486.99847065693,4.969998654848e-05
7486.51634079771,4.980011676416e-05
7486.03421093848,4.990024697984e-05
7485.55208107925,5.010000170304e-05
7485.06995122002,5.020013191872e-05
7484.58782136079,5.020013191872e-05
7484.10569150156,5.029975642624e-05
7483.62356164234,5.029975642624e-05
7483.14143178311,5.020013191872e-05
7482.65930192388,5.020013191872e-05
7482.17717206465,5.020013191872e-05
7481.69504220542,5.020013191872e-05
7481.21291234619,5.010000170304e-05
7480.73078248697,4.999987148736e-05
7480.24865262774,4.990024697984e-05
7479.76652276851,4.980011676416e-05
7479.28439290928,4.969998654848e-05
7478.80226305005,4.969998654848e-05
7478.32013319082,4.969998654848e-05
7477.8380033316,4.980011676416e-05
7477.35587347237,4.999987148736e-05
7476.87374361314,5.010000170304e-05
7476.39161375391,5.020013191872e-05
7475.90948389468,5.010000170304e-05
7475.42735403545,5.010000170304e-05
7474.94522417623,4.990024697984e-05
7474.463094317,4.980011676416e-05
7473.98096445777,4.95998563328e-05
7473.49883459854,4.950023182528e-05
7473.01670473931,4.95998563328e-05
7472.53457488008,4.980011676416e-05
7472.05244502085,4.999987148736e-05
7471.57031516163,5.010000170304e-05
